imdb_id,script_id,title,year,gross (inflation-adjusted),link
tt0251736,1018,House of 1000 Corpses,2003,18,film_20100519/all_imsdb_05_19_10/House-of-1000-Corpses.html
tt0252501,6585,Hearts in Atlantis,2001,37,Hearts In Atlantis (2000.04).pdf
tt0252503,1001,Heist,2001,,film_20100519/all_imsdb_05_19_10/Heist.html
tt0252963,3977,The Bunker,2001,,http://www.simplyscripts.com/scripts/TheBunker.pdf
tt0253474,3092,The Pianist,2002,48,"http://www.imsdb.com/Movie Scripts/Pianist, The Script.html"
tt0253754,5038,Star Trek: Nemesis,2002,64,http://www.scifiscripts.com/scripts/Trek/Star_Trek_X.htm
tt0254099,1666,The Anniversary Party,2001,6,http://www.dailyscript.com/scripts/anniversaryparty.html
tt0256276,4812,Possession,2002,15,http://www.dailyscript.com/scripts/Possession1.pdf
tt0257106,4918,Scary Movie 2,2001,109,http://www.dailyscript.com/scripts/Scary+Movie+2.txt
tt0257516,8277,Cursed,2005,26,"Cursed (Kevin Williamson) (2nd White Revision - April 7, 2003).pdf"
tt0258000,1215,Panic Room,2002,142,film_20100519/all_imsdb_05_19_10/Panic-Room.html
tt0258153,3345,S1m0ne,2002,14,http://www.imsdb.com/Movie Scripts/Simone Script.html
tt0258463,1902,The Bourne Identity,2002,181,http://www.dailyscript.com/scripts/bourneidentity.html
tt0259446,7698,My Big Fat Greek Wedding,2002,360,MY BIG FAT GREEK WEDDING (2002) by Nia Vardalos [2000.06.26] [Scan].pdf
tt0259711,1447,Vanilla Sky,2001,155,film_20100519/all_imsdb_05_19_10/Vanilla-Sky.html
tt0261392,2673,Jay and Silent Bob Strike Back,2001,46,http://www.imsdb.com/Movie Scripts/Jay and Silent Bob Strike Back Script.html
tt0263265,4107,Shortcut to Happiness,2003,,http://www.aellea.com/script/devilanddanielwebster.txt
tt0264395,1759,Basic,2003,38,http://www.dailyscript.com/scripts/Basic.txt
tt0264464,1968,Catch Me If You Can,2002,245,http://www.imsdb.com/Movie Scripts/Catch Me If You Can Script.html
tt0264616,4227,Frailty,2001,20,http://www.horrorlair.com/movies/frailty-script.html
tt0264796,2764,Life as a House,2001,23,http://www.imsdb.com/Movie Scripts/Life As A House Script.html
tt0265086,7243,Black Hawk Down,2001,167,Black Hawk Down - Undated - Shooting script.pdf
tt0265349,4648,The Mothman Prophecies,2002,52,http://www.horrorlair.com/movies/mothman_prophecies_august_1998_draft.html
tt0265666,6816,The Royal Tenenbaums,2001,80,RoyalTenenbaums (7.27.00).pdf
tt0266452,850,Death to Smoochy,2002,12,film_20100519/all_imsdb_05_19_10/Death-to-Smoochy.html
tt0266465,7931,A Man Apart,2003,37,"man apart, a.pdf"
tt0266489,4146,Duplex,2003,13,"http://larrydoyle.com/pages/Larry_Doyle,_Writer_American/Film_Scrivener_files/Duplex.reshoots.pdf"
tt0266543,2296,Finding Nemo,2003,549,http://www.imsdb.com/Movie Scripts/Finding Nemo Script.html
tt0266697,4474,Kill Bill (Pt 1+2),2003,101,http://sfy.ru/sfy.html?script=kill_bill
tt0266915,3250,Rush Hour 2,2001,347,http://www.imsdb.com/Movie Scripts/Rush Hour 2 Script.html
tt0266987,7523,Spy Game,2001,,SPY GAME by Michael Frost Beckner [Arata] [03.17.2000].pdf
tt0267891,9098,The Ringer,2005,48,http://indiegroundfilms.files.wordpress.com/2014/01/ringer-the-nov-2-00.pdf
tt0267913,7058,Scooby-Doo,2002,229,Scooby-Doo (2000.03.17) [S].pdf
tt0268126,6407,Adaptation.,2002,33,Adaptation (2002) [Rev. 2000-11-21] [Digital].pdf
tt0268695,3557,The Time Machine,2002,84,http://www.dailyscript.com/scripts/TheTimeMachine.html
tt0268978,5820,A Beautiful Mind,2001,262,https://www.dropbox.com/sh/jpxh25l44yke4np/AAAAQzGJlSqUNl-dkPc3TPPra/BEAUTIFUL%20MIND%2C%20A%20%282001%29%20by%20Akiva%20Goldsman%20%282000.08.11%29.pdf?dl=0
tt0268995,8616,The Majestic,2001,42,The-Majestic (Frank Darabont Rewrite).pdf
tt0270288,814,Confessions of a Dangerous Mind,2002,,film_20100519/all_imsdb_05_19_10/Confessions-of-a-Dangerous-Mind.html
tt0271367,2210,Eight Legged Freaks,2002,25,http://www.imsdb.com/Movie Scripts/Eight Legged Freaks Script.html
tt0272020,4500,The Last Castle,2001,27,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Last_Castle.pdf
tt0272152,4488,K-PAX,2001,77,http://www.scifiscripts.com/scripts/K-Pax.pdf
tt0272338,1253,Punch-Drunk Love,2002,26,film_20100519/all_imsdb_05_19_10/Punch-Drunk-Love.html
tt0274546,2529,Hellraiser: Hellseeker,2002,,http://www.horrorlair.com/scripts/hellraiser_hellseeker_orig.html
tt0276816,3918,Below,2002,0,http://www.dailyscript.com/scripts/Below _ Twohy _ 11-6-00.htm
tt0277027,2580,I Am Sam,2001,61,http://www.imsdb.com/Movie Scripts/I am Sam Script.html
tt0278435,2226,Enough,2002,58,http://www.imsdb.com/Movie Scripts/Enough Script.html
tt0278504,2619,Insomnia,2002,100,http://www.imsdb.com/Movie Scripts/Insomnia Script.html
tt0279113,2426,The Good Girl,2002,20,"http://www.imsdb.com/Movie Scripts/Good Girl, The Script.html"
tt0280707,6515,Gosford Park,2001,63,Gosford-Park.pdf
tt0281358,1455,A Walk to Remember,2002,61,"film_20100519/all_imsdb_05_19_10/Walk-to-Remember,-A.html"
tt0285531,6552,Dreamcatcher,2003,48,Dreamcatcher (2001.10.01) [Scan].pdf
tt0285742,2944,Monster's Ball,2001,48,http://www.dailyscript.com/scripts/monstersball.pdf
tt0286106,1325,Signs,2002,341,film_20100519/all_imsdb_05_19_10/Signs.html
tt0286716,6672,Hulk,2003,190,Hulk (John Turman).pdf
tt0287467,8597,Talk to Her,2002,13,Talk-To-Her.pdf
tt0288477,2396,Ghost Ship,2002,45,http://www.imsdb.com/Movie Scripts/Ghost Ship Script.html
tt0289043,6360,28 Days Later...,2002,67,28_DAYS_LATER_2002__undated_Alex_Garland.pdf
tt0289765,6313,Red Dragon,2002,139,Red Dragon (2002) [2001-4-23] [Scan].pdf
tt0289848,678,Analyze That,2002,48,film_20100519/all_imsdb_05_19_10/Analyze-That.html
tt0289879,1949,The Butterfly Effect,2004,,"http://www.imsdb.com/Movie Scripts/Butterfly Effect, The Script.html"
tt0289992,1100,The Life of David Gale,2003,28,"film_20100519/all_imsdb_05_19_10/Life-of-David-Gale,-The.html"
tt0290334,5248,X-Men 2,2003,310,http://www.scifiscripts.com/scripts/X-Men_2.pdf
tt0292506,8405,The Recruit,2003,76,The Recruit (aka The Farm).pdf
tt0292644,4899,The Rules of Attraction,2002,9,http://www.dailyscript.com/scripts/The_Rules_Of_Attraction.pdf
tt0294870,4863,Rent,2005,39,http://www.awesomefilm.comscript/rent.txt
tt0295297,989,Harry Potter and the Chamber of Secrets,2002,392,film_20100519/all_imsdb_05_19_10/Harry-Potter-and-the-Chamber-of-Secrets.html
tt0295700,6190,Wrong Turn,2003,22,Wrong Turn.pdf
tt0295701,1497,xXx,2002,211,film_20100519/all_imsdb_05_19_10/xXx.html
tt0297884,4199,Far from Heaven,2002,23,http://sfy.ru/pdf/far_from_heaven_(2002).pdf
tt0298130,4874,The Ring,2002,193,http://www.horrorlair.com/movies/the_ring.html
tt0298148,8649,Shrek 2,2004,610,https://tpsdrama7student.wikispaces.com/file/view/Shrek+2+script.pdf
tt0298388,4460,Jonah: A VeggieTales Movie,2002,38,http://www.scifiscripts.com/cartoon/Jonah_Script.htm
tt0301470,4453,Jeepers Creepers II,2003,50,http://www.horrorlair.com/scripts/jeepers2.pdf
tt0301848,4968,Slash,2002,,http://www.dailyscript.com/scripts/Slash.txt
tt0302886,7940,Old School,2003,107,Old School.pdf
tt0304141,992,Harry Potter and the Prisoner of Azkaban,2004,348,film_20100519/all_imsdb_05_19_10/Harry-Potter-and-the-Prisoner-of-Azkaban.html
tt0305206,1643,American Splendor,2003,8,http://www.imsdb.com/Movie Scripts/American Splendor Script.html
tt0306685,822,Cradle 2 the Grave,2003,49,film_20100519/all_imsdb_05_19_10/Cradle-2-the-Grave.html
tt0307479,4988,Solaris,2002,22,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Solaris.pdf
tt0307879,1948,Burning Annie,2004,,http://www.imsdb.com/Movie Scripts/Burning Annie Script.html
tt0307901,630,25th Hour,2002,19,film_20100519/all_imsdb_05_19_10/25th-Hour.html
tt0307987,1744,Bad Santa,2003,86,http://www.imsdb.com/Movie Scripts/Bad Santa Script.html
tt0308383,4383,The Human Stain,2003,7,http://aquilamorongstudio.com/wp-content/uploads/2012/08/The-Human-Stain.pdf
tt0309377,8744,Blood Work,2002,39,http://indiegroundfilms.files.wordpress.com/2013/08/blood-work-mar-9-98-numbered-1st-revised.pdf
tt0309593,2294,Final Destination 2,2003,67,http://www.dailyscript.com/scripts/final_destination2.html
tt0309698,4397,Identity,2003,74,http://www.horrorlair.com/movies/identity-script.html
tt0310910,2050,Confidence,2003,17,http://www.dailyscript.com/scripts/CONFIDENCE.pdf
tt0310924,830,Crime Spree,2003,,film_20100519/all_imsdb_05_19_10/Crime-Spree.html
tt0311113,2865,Master and Commander: The Far Side of the World,2003,135,http://www.imsdb.com/Movie Scripts/Master and Commander Script.html
tt0311289,4365,Holes,2003,97,http://replay.waybackmachine.org/20070626162155/http://www.richard-kelly.net/multimedia/scripts/Holes-Script72.pdf
tt0315327,781,Bruce Almighty,2003,350,film_20100519/all_imsdb_05_19_10/Bruce-Almighty.html
tt0316654,6679,Spider-Man 2,2004,522,Spider-Man 2 (Michael Chabon).pdf
tt0317248,5847,City of God,2002,11,https://www.dropbox.com/sh/jpxh25l44yke4np/AADC5rbEDhq9LWa-h8DOHzDua/CITY%20OF%20GOD%20%282002%29%20AKA%20CIDADE%20DE%20DEUS%20Br%C3%A1ulio%20Mantovani%20%5BPortuguese%5D%5B1st%5D.pdf?dl=0
tt0317640,2510,The Hebrew Hammer,2003,,"http://www.imsdb.com/Movie Scripts/Hebrew Hammer, The Script.html"
tt0317705,1028,The Incredibles,2004,365,"film_20100519/all_imsdb_05_19_10/Incredibles,-The.html"
tt0317740,1046,The Italian Job,2003,152,"film_20100519/all_imsdb_05_19_10/Italian-Job,-The.html"
tt0318155,4553,Looney Tunes: Back in Action,2003,30,"http://larrydoyle.com/pages/Larry_Doyle,_Writer_American/Film_Scrivener_files/BIA.post.pdf"
tt0318374,2054,The Cooler,2003,11,"http://www.imsdb.com/Movie Scripts/Cooler, The Script.html"
tt0319061,740,Big Fish,2003,95,film_20100519/all_imsdb_05_19_10/Big-Fish.html
tt0319343,4159,Elf,2003,249,http://www.dailyscript.com/scripts/elf.html
tt0320661,8382,Kingdom of Heaven,2005,64,Kingdom of Heaven - 2004-02-09 - Final Shooting Script.pdf
tt0324127,3478,Suspect Zero,2004,12,http://www.imsdb.com/Movie Scripts/Suspect Zero Script.html
tt0324216,6164,The Texas Chainsaw Massacre,2003,115,The Texas Chainsaw Massacre (2003).pdf
tt0325710,2739,The Last Samurai,2003,160,"http://www.imsdb.com/Movie Scripts/Last Samurai, The Script.html"
tt0325805,1142,Matchstick Men,2003,53,film_20100519/all_imsdb_05_19_10/Matchstick-Men.html
tt0325980,8350,Pirates of the Caribbean: The Curse of the Black Pearl,2003,440,PIRATES OF THE CARIBBEAN 1 THE CURSE OF THE BLACK PEARL (2003) by Ted Elliott & Terry Rossio.pdf
tt0327056,7502,Mystic River,2003,129,Mystic River.pdf
tt0327554,790,Catwoman,2004,56,film_20100519/all_imsdb_05_19_10/Catwoman.html
tt0327597,5392,Coraline,2009,87,http://gointothestory.blcklst.com/wp-content/uploads/2014/07/Coraline.pdf
tt0328099,1127,Malibu's Most Wanted,2003,49,film_20100519/all_imsdb_05_19_10/Malibu's-Most-Wanted.html
tt0328107,1128,Man on Fire,2004,109,film_20100519/all_imsdb_05_19_10/Man-On-Fire.html
tt0329101,2325,Freddy vs. Jason,2003,118,http://www.horrorlair.com/scripts/FreddyVsJason_final_draft.pdf
tt0330373,2492,Harry Potter and the Goblet of Fire,2005,393,http://www.imsdb.com/Movie Scripts/Harry Potter and the Goblet of Fire Script.html
tt0330793,6674,The Punisher,2004,47,"Punisher, The [02-25-03].pdf"
tt0332379,8216,School of Rock,2003,117,School of Rock - 2002-06-07 - DRaft.pdf
tt0332452,3605,Troy,2004,186,http://www.imsdb.com/Movie Scripts/Troy Script.html
tt0333766,2374,Garden State,2004,37,http://www.imsdb.com/Movie Scripts/Garden State Script.html
tt0335119,5315,Girl with a Pearl Earring,2003,16,http://www.awesomefilm.comscript/girlwithapearlearring.pdf
tt0335245,4496,The Ladykillers,2004,55,https://web.archive.org/web/20131219023653/http://www.youknow-forkids.com/ladykillers.txt
tt0335266,2812,Lost in Translation,2003,64,http://www.dailyscript.com/scripts/lost-in-translation-script.html
tt0335563,5361,Wonderland,2003,1,http://www.awesomefilm.comscript/wonderland_script.html
tt0337636,2524,Hellraiser: Deader,2005,,http://www.cenobite.com/library/hr7-020829.pdf
tt0337741,1346,Something's Gotta Give,2003,180,film_20100519/all_imsdb_05_19_10/Something's-Gotta-Give.html
tt0337921,793,Cellular,2004,44,film_20100519/all_imsdb_05_19_10/Cellular.html
tt0338013,2240,Eternal Sunshine of the Spotless Mind,2004,47,http://www.imsdb.com/Movie Scripts/Eternal Sunshine of the Spotless Mind Script.html
tt0338075,2440,Grand Theft Parsons,2003,,http://www.imsdb.com/Movie Scripts/Grand Theft Parsons Script.html
tt0338427,7126,Shopgirl,2005,13,SHOPGIRL by Steve Martin (2005) [2001-9-24] [1st] [Scan].pdf
tt0338751,7214,The Aviator,2004,144,Aviator.pdf
tt0338963,4163,Encrypt,2003,,http://www.simplyscripts.com/scripts/taylor/EnCrypt.pdf
tt0340163,1016,Hostage,2005,46,film_20100519/all_imsdb_05_19_10/Hostage.html
tt0343737,7247,The Good Shepherd,2006,79,goodshepherd.pdf
tt0343818,8911,"I, Robot",2004,203,http://indiegroundfilms.files.wordpress.com/2014/01/i-robot-numbered.pdf
tt0348836,962,Gothika,2003,85,film_20100519/all_imsdb_05_19_10/Gothika.html
tt0349903,3031,Ocean's Twelve,2004,176,http://www.imsdb.com/Movie Scripts/Ocean's Twelve Script.html
tt0351977,1452,Walking Tall,2004,64,film_20100519/all_imsdb_05_19_10/Walking-Tall.html
tt0353092,4774,The Partners,2003,,"http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Partners,_The.pdf"
tt0356910,9021,Mr. & Mrs. Smith,2005,252,http://indiegroundfilms.files.wordpress.com/2014/01/mr-mrs-smith.pdf
tt0357413,7630,Anchorman: The Legend of Ron Burgundy,2004,117,ANCHORMAN - THE LEGEND OF RON BURGUNDY (2004) (aka ANCHORMAN) (aka ACTION NEWS!  WITH RON BURGUNDY) by Will Ferrell .pdf
tt0359013,3936,Blade: Trinity,2004,73,http://www.dailyscript.com/scripts/BladeTrinity.txt
tt0359715,6625,My Best Friend's Birthday,1987,,My_Best_Friend's_Birthday.pdf
tt0359950,4925,The Secret Life of Walter Mitty,2013,62,"http://www.dailyscript.com/scripts/Secret_Life_of_Walter_MItty,The.pdf"
tt0360009,1350,Spartan,2004,6,film_20100519/all_imsdb_05_19_10/Spartan.html
tt0360130,8170,Undertow,2004,,Undertow.pdf
tt0360486,818,Constantine,2005,102,film_20100519/all_imsdb_05_19_10/Constantine.html
tt0360717,2704,King Kong,2005,295,http://www.imsdb.com/Movie Scripts/King Kong Script.html
tt0361127,3742,The Woodsman,2004,,"http://www.imsdb.com/Movie Scripts/Woodsman, The Script.html"
tt0361748,4423,Inglourious Basterds,2009,140,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Inglourious_Bastards.pdf
tt0362270,6815,The Life Aquatic with Steve Zissou,2004,33,life-aquatic.pdf (undated).pdf
tt0362478,1909,The Box,2009,17,"http://www.imsdb.com/Movie Scripts/Box, The Script.html"
tt0362636,4204,Fear of Clowns,2004,,http://www.kangaskahnfilms.com/foc/FOC1.TXT
tt0363282,1186,New York Minute,2004,19,film_20100519/all_imsdb_05_19_10/New-York-Minute.html
tt0363771,5300,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,396,http://www.awesomefilm.comscript/narnia.html
tt0364045,1391,Taking Lives,2004,45,film_20100519/all_imsdb_05_19_10/Taking-Lives.html
tt0364955,6605,Art School Confidential,2006,4,Art School Confidential.pdf
tt0365737,3492,Syriana,2005,68,http://www.imsdb.com/Movie Scripts/Syriana Script.html
tt0365748,9123,Shaun of the Dead,2004,18,http://indiegroundfilms.files.wordpress.com/2014/01/shaunofthedead.pdf
tt0365929,1471,Whiteout,2009,11,film_20100519/all_imsdb_05_19_10/Whiteout.html
tt0366548,2483,Happy Feet,2006,262,http://www.imsdb.com/Movie Scripts/Happy Feet Script.html
tt0366551,988,Harold & Kumar Go to White Castle,2004,25,film_20100519/all_imsdb_05_19_10/Harold-and-Kumar-Go-to-White-Castle.html
tt0366627,2651,The Jacket,2005,8,http://www.dailyscript.com/scripts/The_Jacket.html
tt0367089,6854,The Squid and the Whale,2005,9,Squid and the Whale.pdf
tt0367882,7330,Indiana Jones and the Kingdom of the Crystal Skull,2008,384,INDIANA JONES AND THE KINGDOM OF THE CRYSTAL SKULL (2008) by David Koepp [2007.10.17] [Shoot.] [Digital].pdf
tt0367959,6315,Hannibal Rising,2007,35,Hannibal Rising (2007) (aka Behind The Mask - Young Hannibal) [2004-12-1] [Scan].pdf
tt0368008,1134,The Manchurian Candidate,2004,92,"film_20100519/all_imsdb_05_19_10/Manchurian-Candidate,-The.html"
tt0368447,5186,The Village,2004,159,"http://www.dailyscript.com/scripts/Village,+The.txt"
tt0368709,8835,Elizabethtown,2005,36,http://indiegroundfilms.files.wordpress.com/2013/08/elizabethtown-mar-2003.pdf
tt0368891,4684,National Treasure,2004,242,http://www.patriotresource.com/nationaltreasure/insights/030409.pdf
tt0369226,1609,Alone in the Dark,2005,6,http://www.imsdb.com/Movie Scripts/Alone in the Dark Script.html
tt0369339,2035,Collateral,2004,140,http://www.imsdb.com/Movie Scripts/Collateral Script.html
tt0369441,4251,Fun with Dick and Jane,2005,149,http://www.dailyscript.com/scripts/Fun-with-Dick-and-Jane_part1.pdf
tt0371246,1349,Spanglish,2004,58,film_20100519/all_imsdb_05_19_10/Spanglish.html
tt0371257,5050,Stay,2005,4,http://sfy.ru/pdf/stay_(2005).pdf
tt0371724,2547,The Hitchhiker's Guide to the Galaxy,2005,69,"http://www.imsdb.com/Movie Scripts/Hitchhiker's Guide to the Galaxy, The Script.html"
tt0372183,1904,The Bourne Supremacy,2004,246,"http://www.imsdb.com/Movie Scripts/Bourne Supremacy, The Script.html"
tt0372532,4992,The Wedding Date,2005,42,http://www.dailyscript.com/scripts/somethingborrowed.html
tt0372588,6752,Team America: World Police,2004,45,Team_America.pdf
tt0372784,1773,Batman Begins,2005,278,http://www.imsdb.com/Movie Scripts/Batman Begins Script.html
tt0373883,4311,Halloween,2007,73,http://www.dailyscript.com/scripts/halloween.html
tt0375063,3333,Sideways,2004,100,http://www.imsdb.com/Movie Scripts/Sideways Script.html
tt0375154,3599,Tristan + Isolde,2006,19,http://www.imsdb.com/Movie Scripts/Tristan and Isolde Script.html
tt0375173,8683,Alfie,2004,18,http://indiegroundfilms.files.wordpress.com/2013/08/alfie.pdf
tt0375679,4047,Crash,2004,76,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Crash.HTM
tt0376874,3302,Sexual Life,2005,,http://www.imsdb.com/Movie Scripts/Sexual Life Script.html
tt0377092,4605,Mean Girls,2004,120,http://www.dailyscript.com/scripts/mean_girls.pdf
tt0378194,6193,Kill Bill: Vol. 2,2004,92,KILL BILL - Vol 2.pdf
tt0379725,1955,Capote,2005,38,http://www.dailyscript.com/scripts/Capote.pdf
tt0379786,3294,Serenity,2005,34,http://www.imsdb.com/Movie Scripts/Serenity Script.html
tt0381681,6916,Before Sunset,2004,8,Before Sunset.pdf
tt0381849,3789,3:10 to Yuma,2007,67,http://www.screenplaydb.com/film/download/310toyuma20070123/
tt0382932,4853,Ratatouille,2007,260,http://replay.waybackmachine.org/20090306065218/http://disneystudiosawards.movies.go.com/ratatouille_script.pdf
tt0383010,6610,The Three Stooges,2012,48,Three_Stooges.pdf
tt0383028,6401,"Synecdoche, New York",2008,3,"Synecdoche, New York (July '07 draft).pdf"
tt0383574,8351,Pirates of the Caribbean: Dead Man's Chest,2006,561,PIRATES OF THE CARIBBEAN 2 DEAD MAN'S CHEST (2006) 2006.01.19 draft by Ted Elliot & Terry Rossio.pdf
tt0384537,8215,Silent Hill,2006,62,Silent Hill 2005 draft.compressed.pdf
tt0384680,6930,The Weather Man,2005,16,"WEATHER MAN, THE by Steve Conrad [10.5.2003].pdf"
tt0385267,4403,In Good Company,2004,63,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-In_Good_Company.pdf
tt0385726,8871,Glory Road,2006,56,http://indiegroundfilms.files.wordpress.com/2014/01/glory-road-apr-17-04.pdf
tt0385880,6050,Monster House,2006,97,https://wikileaks.org/sony/docs/03_03/Mktrsch/Market%20Research/Scripts/Released/MONSTER%20HOUSE%2010-19-04.pdf
tt0386117,5221,Where the Wild Things Are,2009,89,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Where_The_Wild_Things_Are.pdf
tt0386588,7780,Hitch,2005,241,Hitch (2001.12.11).pdf
tt0387564,3271,Saw,2004,77,http://www.imsdb.com/Movie Scripts/Saw Script.html
tt0387808,4399,Idiocracy,2006,0,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Idiocracy.htm
tt0387877,745,The Black Dahlia,2006,29,"film_20100519/all_imsdb_05_19_10/Black-Dahlia,-The.html"
tt0388125,4404,In Her Shoes,2005,44,http://aquilamorongstudio.com/wp-content/uploads/2012/10/IN-HER-SHOES.pdf
tt0388795,8765,Brokeback Mountain,2005,112,http://indiegroundfilms.files.wordpress.com/2013/08/brokeback-mountain-feb-1-03-numbered.pdf
tt0389722,8671,30 Days of Night,2007,50,http://indiegroundfilms.files.wordpress.com/2013/08/30-days-of-night-jul22-06-numbered-production-polish.pdf
tt0389790,3907,Bee Movie,2007,160,http://www.joblo.com/scripts/script_beemovie.pdf
tt0389860,6038,Click,2006,181,https://wikileaks.org/sony/docs/03_03/Mktrsch/Market%20Research/Scripts/Released/CLICK%2005-09-05.pdf
tt0390221,4596,Maria Full of Grace,2004,9,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Maria_Full_of_Grace.pdf
tt0391198,2460,The Grudge,2004,154,"http://www.imsdb.com/Movie Scripts/Grudge, The Script.html"
tt0393109,1922,Brick,2005,2,http://www.imsdb.com/Movie Scripts/Brick Script.html
tt0395169,1019,Hotel Rwanda,2004,32,film_20100519/all_imsdb_05_19_10/Hotel-Rwanda.html
tt0395251,3141,The Producers,2005,26,"http://www.imsdb.com/Movie Scripts/Producer, The Script.html"
tt0395584,7364,The Devil's Rejects,2005,22,"Devil's Rejects, The.pdf"
tt0395699,1216,The Pacifier,2005,153,"film_20100519/all_imsdb_05_19_10/Pacifier,-The.html"
tt0396269,9222,Wedding Crashers,2005,283,http://indiegroundfilms.files.wordpress.com/2014/01/wedding-crashers-the-aug-1-03.pdf
tt0397065,7167,House of Wax,2005,43,HOUSE OF WAX by Chad Hayes and Carey Hayes [remake] [12.11.2003].pdf
tt0397535,4608,Memoirs of a Geisha,2005,77,http://www.awesomefilm.com/script/memoirsofageisha.pdf
tt0399146,8007,A History of Violence,2005,42,"HISTORY OF VIOLENCE, A by Josh Olson (2003-07-18) [scan].pdf"
tt0399201,8934,The Island,2005,48,http://indiegroundfilms.files.wordpress.com/2014/01/island-the-jan-13-04-numbered-incomplete.pdf
tt0399281,8972,Life on Liberty Street,2004,,http://indiegroundfilms.files.wordpress.com/2014/01/liberty-street.pdf
tt0399295,2804,Lord of War,2005,32,http://www.imsdb.com/Movie Scripts/Lord of War Script.html
tt0401383,4117,The Diving Bell and the Butterfly,2007,7,http://www.dailyscript.com/scripts/The_Diving_Bell_and_the_Butterfly.pdf
tt0401445,8880,A Good Year,2006,9,http://indiegroundfilms.files.wordpress.com/2014/01/good-year-a-apr29-05.pdf
tt0401815,7894,Tamara,2005,,Tamara.pdf
tt0402057,3922,Beowulf & Grendel,2005,,http://www.dailyscript.com/scripts/BeowulfGrendel-script.pdf
tt0402910,1985,Chaos,2005,,http://www.imsdb.com/Movie Scripts/Chaos Script.html
tt0403407,3076,Perfect Creature,2006,,http://www.imsdb.com/Movie Scripts/Perfect Creature Script.html
tt0403702,3765,Youth in Revolt,2009,17,http://www.imsdb.com/Movie Scripts/Youth in Revolt Script.html
tt0404203,4539,Little Children,2006,7,http://www.dailyscript.com/scripts/Little_Children-script.pdf
tt0405159,5930,Million Dollar Baby,2004,140,https://www.dropbox.com/sh/jpxh25l44yke4np/AAAPzoC8I3P93Ba-rzWzsVB8a/MILLION%20DOLLAR%20BABY%20%282004%29%20%28aka%20Rope%20Burns%29%20by%20Paul%20Haggis%20%5BUndated%5D%20%5BScan%5D.pdf?dl=0
tt0405296,6822,A Scanner Darkly,2006,7,A Scanner Darkly [kaufman].pdf
tt0405336,8634,Southland Tales,2006,,SOUTHLAND TALES (2007) by Richard Kelly [Undated] [Digital].pdf
tt0405422,8672,The 40-Year-Old Virgin,2005,147,http://indiegroundfilms.files.wordpress.com/2013/08/40-year-old-virgin.pdf
tt0407304,1459,War of the Worlds,2005,317,film_20100519/all_imsdb_05_19_10/War-of-the-Worlds.html
tt0407680,2114,Complete Guide to Guys,2005,,http://www.imsdb.com/Movie Scripts/Dave Barry's Complete Guide to Guys Script.html
tt0407887,2144,The Departed,2006,175,"http://www.imsdb.com/Movie Scripts/Departed, The Script.html"
tt0408236,5083,Sweeney Todd: The Demon Barber of Fleet Street,2007,66,http://www.joblo.com/scripts/script_sweeneytodd.pdf
tt0408306,9025,Munich,2005,64,http://indiegroundfilms.files.wordpress.com/2014/01/munich-numbered.pdf
tt0408790,4220,Flightplan,2005,121,http://www.dailyscript.com/scripts/flightplan.html
tt0409459,1461,Watchmen,2009,125,film_20100519/all_imsdb_05_19_10/Watchmen.html
tt0409847,2063,Cowboys & Aliens,2011,109,http://www.imsdb.com/Movie Scripts/Cowboys & Aliens Script.html
tt0411477,1002,Hellboy II: The Golden Army,2008,91,film_20100519/all_imsdb_05_19_10/Hellboy-2-The-Golden-Army.html
tt0413267,3332,Shrek the Third,2007,405,http://www.imsdb.com/Movie Scripts/Shrek the Third Script.html
tt0414055,885,Elizabeth: The Golden Age,2007,20,film_20100519/all_imsdb_05_19_10/Elizabeth-The-Golden-Age.html
tt0414387,3133,Pride & Prejudice,2005,52,http://www.imsdb.com/Movie Scripts/Pride and Prejudice Script.html
tt0414982,7904,Final Destination 3,2006,71,Final Destination 3 Draft 9-24-04.pdf
tt0415306,6061,Talladega Nights: The Ballad of Ricky Bobby,2006,196,https://wikileaks.org/sony/docs/03_03/Mktrsch/Market%20Research/Scripts/Released/TALLADEGA%20NIGHTS%2005-05-05%20DO%20NOT%20GIVE%20OUT.pdf
tt0416320,6833,Match Point,2005,31,Match Point (Studio Release).pdf
tt0416449,7770,300,2006,280,300 [Michael Gordon] [07.09.05] [Scan].pdf
tt0416658,4034,Crazylove,2005,,http://www.dailyscript.com/scripts/crazy_love.html
tt0417217,3627,Two for the Money,2005,31,http://www.imsdb.com/Movie Scripts/Two For The Money Script.html
tt0417385,1514,12 and Holding,2005,,http://www.imsdb.com/Movie Scripts/12 and Holding Script.html
tt0417741,4339,Harry Potter and the Half-Blood Prince,2009,350,http://www.pages.drexel.edu/~ina22/splaylib/Screenplay-Harry_Potter_And_The_Half_Blood_Prince.pdf
