"author_id","first_name","middle_name","last_name","alt_name","birth_year","death_year","gender"
2581,"Gertrude",NULL,"Fenton","Annie Maria Gertrude Thomas (maiden name)",1843,1884,"F"
2582,"Emma",NULL,"Rhodes",NULL,NULL,NULL,"F"
2583,"Charles","James","Shearer",NULL,1849,NULL,"M"
2584,NULL,NULL,"BTAO My Lady",NULL,NULL,NULL,"U"
2585,"Emma","Willsher","Atkinson",NULL,1826,1900,"F"
2586,"Anna","Maria","Grey","A.M. Grey (familiar name); Baynes (married name)",1823,1888,"F"
2587,"Maria",NULL,"Grey","Shirreff (maiden name); Hon. Mrs. Grey (familiar name)",1782,1857,"F"
2588,"Maria","Georgina","Grey","Shirreff (maiden name); Mrs. William Grey (married name)",1816,1906,"F"
2589,"Emily","Jane","Brontë","Ellis Bell (pseudonym)",1818,1848,"F"
2590,NULL,NULL,"BTAO The Miser's Secret",NULL,NULL,NULL,"U"
2591,"Ella","Hepworth","Dixon","Margaret Wynman (pseudonym)",1855,1932,"F"
2592,"Cecilia","Frances","Tilley","Trollope (maiden name)",1816,1849,"F"
2593,"Frederick","Vernon","White","F. V. White (familiar name)",1851,1932,"M"
2594,"William","Lee","Rees",NULL,1836,1912,"M"
2595,"James",NULL,"Runciman",NULL,1852,1891,"M"
2596,NULL,NULL,"Puck",NULL,NULL,NULL,"U"
2597,"Joseph",NULL,"Conrad","Jósef Teodor Konrad Korzeniowski (legal name)",1857,1924,"M"
2598,"Robert","Louis","Stevenson","Capt. George North (pseudonym)",1850,1894,"M"
2599,"M.","P.","Shiel","Matthew Phipps Shiel (legal name)",1865,1947,"M"
2600,"Anne","Isabella","Ritchie","Thackeray (maiden name); Lady Richmond Ritchie (title)",1837,1919,"F"
2601,"S.","R.","Crockett","Samuel Rutherford Crockett (legal name)",1859,1914,"M"
2602,"James",NULL,"Grant",NULL,1802,1879,"M"
2603,"James","Gregor","Grant",NULL,1799,1875,"M"
2604,"George",NULL,"Egerton","(pseudonym); Mary Chavelita Dunne (legal name); Higginson (first married name); Clairmonte (second married name); Bright (third married name)",1859,1945,"F"
2605,"Bram",NULL,"Stoker","Abraham Stoker (legal name)",1847,1912,"M"
2606,"Annie","S.","Swan","David Lyall (pseudonym); Burnett-Smith (married name)",1859,1943,"F"
2607,"Mary","Lovett","Cameron",NULL,1848,1930,"F"
2608,"Florence",NULL,"Farr","Emery (married)",1860,1917,"F"
2609,"Fyodor",NULL,"Dostoyevsky",NULL,1821,1881,"M"
2610,"Francis","William Lauderdale","Adams","Agnes Farrell (pseudonym)",1862,1893,"M"
2611,"Arthur",NULL,"Machen","Arthur Llewelyn Jones Machen (legal name)",1863,1947,"M"
2612,"Henry","Dawson","Lowry",NULL,1869,1906,"M"
2613,"Henry","Crocker Marriott","Watson",NULL,1835,1901,"M"
2614,"Ella",NULL,"D'Arcy","Constance Eleanor Mary Byrne D'Arcy (legal name); Gilbert H. Page (pseudonym)",1857,1937,"F"
2615,"Evelyn",NULL,"Sharp",NULL,1869,1955,"F"
2616,"Gertrude",NULL,"Dix","Nicol (married name)",1867,1950,"F"
2617,"Stanley","Victor","Makower","V (pseudonym)",1872,1911,"M"
2618,"Netta",NULL,"Syrett","Janet Syrett (legal name)",1865,1943,"F"
2619,"Annie","Sophie","Cory","Victoria Cross (pseudonym)",1868,1952,"F"
2620,"Edith",NULL,"Nesbit","E. Nesbit (familiar name); Fabian Bland (pseudonym); Bland (first married name); Tucker (married name)",1858,1924,"F"
2621,"Henry","Caldwell","Lipsett",NULL,1868,1913,"M"
2622,"Marie","Clothilde","Balfour",NULL,1862,1931,"F"
2623,"Mabel","E.","Wotton","Mabel Elizabeth Emily Wotton (legal name)",1863,1927,"F"
2624,"Claud",NULL,"Nicholson",NULL,NULL,NULL,"U"
2625,"Allan","Noble","Monkhouse",NULL,1858,1936,"M"
2626,"Alec","John","Dawson","Major Dawson (familiar name); Howard Kerr (pseudonym)",1872,1952,"M"
2627,"Mary","Elizabeth","Hawker","Lanoe Falconer (pseudonym)",1848,1908,"F"
2628,"Magdalen","Harriet Mary","Capes","Magdalen Brooke (pseudonym); M. Harriet M. Capes (familiar name)",1843,1927,"F"
2629,"Anne",NULL,"Crawford","Von Degen (pseudonym); Baroness von Rabe (married name)",1846,1912,"F"
2630,"Georgios",NULL,"Drosines","[Greek characters] (pseudonym)",1859,1951,"M"
2631,"Ignaty","Nikolayevich","Potapenko","[Cyrillic characters] (pseudonym)",1856,1929,"M"
2632,"John","Oliver","Hobbes","(pseudonym); Pearl Mary Teresa Craigie (legal name); Richards (maiden name)",1867,1906,"F"
2633,"William","Butler","Yeats","Ganconagh (pseudonym)",1865,1939,"M"
2634,"Katharine","Elizabeth","De Mattos","Stevenson (maiden name); Theodor Hertz-Garten (pseudonym)",1851,1939,"F"
2635,"Ilse",NULL,"Frapan","(pseudonym); Ilse Elise Therese Levien (legal name)",1849,1908,"F"
2636,"Vesta","S.","Simmons","V. Schallenberger (pseudonym); Schallenberger (maiden name)",1862,NULL,"F"
2637,"Vladimir",NULL,"Korolenko","[Cyrillic characters] (pseudonym)",1853,1921,"M"
2638,"Frank","Pope","Humphrey","(pseudonym)",NULL,NULL,"F"
2639,"Jeanne",NULL,"Schultz","Philippe Saint-Hilaire (pseudonym)",1860,1910,"F"
2640,"Guy",NULL,"Boothby",NULL,1867,1905,"M"
2641,"Holger",NULL,"Drachmann",NULL,1846,1908,"M"
2642,"Juhani",NULL,"Aho","(pseudonym); Johannes Brofeldt (legal name)",1861,1921,"M"
2643,"Marie","Ebner von","Eschenbach","Baroness (title)",1830,1916,"F"
2644,"Oswald",NULL,"Sickert","Oswald Valentine (pseudonym)",1871,1923,"M"
2645,"Anna",NULL,"Catharina","(pseudonym); Lillie Rebek (legal name?)",NULL,NULL,"F"
2646,"V.",NULL,"Mikoulitch","(pseudonym); Lidiya Ivanovna Veselitskaya (legal name)",1857,1936,"F"
2647,"Jane",NULL,"Nelson","(pseudonym); Gertrude Smith (legal name); Nelson (maiden name)",1860,1917,"F"
2648,"Charlotte",NULL,"Stewart","Allan McAulay (pseudonym); Two (pseudonym)",1863,NULL,"F"
2649,"Charles","Welsh","Mason","Mr. M. (pseudonym); Julian Croskey (pseudonym)",1866,1951,"M"
2650,"Brian",NULL,"Rosegarth","(pseudonym); W. Hepworth (legal name?)",NULL,NULL,"U"
2651,NULL,NULL,"Rosemary","(pseudonym)",NULL,NULL,"U"
2652,"Helen","A.","Macdonnell","C.E. Francis (pseudonym)",NULL,NULL,"F"
2653,"Ellinor",NULL,"Meirion","(pseudonym); Miss V. Erima (legal name?)",NULL,NULL,"F"
2654,"Alice","Dew","Smith","Sarnia (pseudonym); Autolycus (pseudonym); Lloyd (maiden name)",1859,1949,"F"
2655,"Joseph",NULL,"Wilton","(pseudonym)",NULL,NULL,"U"
2656,"Arthur","Thomas","Quiller-Couch","Q (pseudonym); Ben Bolt (pseudonym)",1863,1944,"M"
2657,"Abbie",NULL,"Hargrave","L. Parry Truscott (pseudonym); Mrs. Basil Hargrave (familiar name)",1871,1936,"F"
2658,"Phyllis","Valentina","Hawtrey","Valentine Caryl (pseudonym)",1877,1953,"F"
2659,"H.","G.","Wells","Herbert George Wells (legal name)",1866,1946,"M"
2660,"Mary","Crawford","Fraser","Crawford (maiden name); Mrs. Hugh Fraser (familiar name)",1851,1922,"F"
2661,"Jessie","Ellen","Cadell","Nash (maiden name)",1844,1884,"F"
2662,"Thomas",NULL,"Greer",NULL,NULL,1895,"M"
2663,"Albert",NULL,"Kinross",NULL,1870,1929,"M"
2664,"William","Charles","Scully","W.C. Scully (familiar name)",1855,1943,"M"
2665,"G.","A.","Grant-Forbes",NULL,NULL,NULL,"U"
2666,"George","William Thomson","Omond","G.W.T. Omond (familiar name)",1846,1929,"M"
2667,"Constance","Cary","Harrison","Mrs. Burton Harrison (familiar name); Refugitta (pseudonym)",1843,1920,"F"
2668,"Louis",NULL,"Becke","George Lewis Becke (legal name)",1855,1913,"M"
2669,"Cosmo",NULL,"Hamilton","Henry Charles Hamilton Gibbs (legal name)",1870,1942,"M"
2670,"Amy",NULL,"Levy",NULL,1861,1889,"F"
2671,"Richard",NULL,"Marsh","(pseudonym); Richard Bernard Heldmann (legal name)",1857,1915,"M"
2672,"Arthur",NULL,"Morrison",NULL,1863,1945,"M"
2673,"W.","Somerset","Maugham","William Somerset Maugham (legal name)",1874,1965,"M"
2674,"Prince Joseph",NULL,"Lubomirski",NULL,1839,1911,"M"
2675,"Arabella",NULL,"Kenealy",NULL,1859,1938,"F"
2676,"Ernest","William","Hornung","E.W. Hornung (familiar name)",1866,1921,"M"
2677,"Hesketh",NULL,"Hesketh-Prichard","E. and H. Heron (pseudonym)",1876,1922,"M"
2678,"Ian",NULL,"Maclaren","(pseudonym); John Watson (legal name)",1850,1907,"M"
2679,"Rudyard",NULL,"Kipling",NULL,1865,1936,"M"
2680,"Oscar",NULL,"Wilde","Oscar Fingal O'Flahertie Wills Wilde (legal name)",1854,1900,"M"
2681,"Stephen","Mannington","Caffyn",NULL,1851,1896,"M"
2682,"Julia",NULL,"Frankau","Davis (maiden name); Frank Danby (pseudonym)",1859,1916,"F"
2683,"Ménie","Muriel","Dowie","Norman (married name); Fitzgerald (married name)",1867,1945,"F"
2684,"Samuel",NULL,"Butler",NULL,1835,1902,"M"
2685,"Mary","Woolley Gibbings","Cotton","Gibbings (maiden name); Viscountess Combermere (title)",1799,1889,"F"
2686,"Robert",NULL,"Barr","Luke Sharp (pseudonym); Cottrel Hoe (pseudonym)",1850,1912,"M"
2687,"Coulson",NULL,"Kernahan",NULL,1858,1943,"M"
2688,"William","Wymark","Jacobs","W.W. Jacobs (familiar name)",1863,1943,"M"
2689,"Max",NULL,"Pemberton","Sir Max Pemberton (title)",1863,1950,"M"
2690,"Winston","S.","Churchill","Sir Winston Leonard Spencer Churchill (legal name)",1874,1965,"M"
2691,"Andrew",NULL,"Lang","A. Huge Longway (pseudonym)",1844,1912,"M"
2692,"A.","E. W.","Mason","Arthur Edward Woodley Mason (legal name)",1865,1948,"M"
2693,"Annie","Jane","Harvey","Andrée Hope (pseudonym); Tennant (maiden name)",1825,1898,"F"
2694,"Sir Edward","James","Reed",NULL,1830,1906,"M"
2695,"Alfred","J.","Cohen","Alan Dale (pseudonym)",1861,1928,"M"
2696,"Rosa",NULL,"Lewis","Dunn (maiden name); Mrs. L. L. Lewis (familiar name)",1840,NULL,"F"
2697,"Edward",NULL,"Rose",NULL,1849,1904,"M"
2698,"Matthew",NULL,"Strong","(pseudonym)",NULL,NULL,"U"
2699,"Gertrude",NULL,"Warden","(pseudonym); Gertrude Isabel Price (maiden name); Jones (married name); Devot (married name)",1859,1925,"F"
2700,"George","H.","Jessop",NULL,1852,1915,"M"
2701,"Edgar",NULL,"Lee",NULL,1851,1908,"M"
2702,"Edward","Card","Mitchell","Captain Coe (pseudonym)",1853,1914,"M"
2703,"Bennett",NULL,"Coll","(pseudonym); Rev. Robert Harris Giles (legal name)",1849,1900,"M"
2704,"B.","M.","Vere",NULL,NULL,NULL,"U"
2705,"William","Henry","Stacpoole",NULL,1846,1914,"M"
2706,"Arthur","St. John","Adcock",NULL,1864,1930,"M"
2707,"Edwin",NULL,"Hughes",NULL,NULL,NULL,"M"
2708,"Alfred","John Henry","Cochrane",NULL,1865,1948,"M"
2709,"Fred",NULL,"Whishaw","Frederick James Whishaw (legal name)",1854,1934,"M"
2710,"Henry","de Vere","Stacpoole",NULL,1863,1951,"M"
2711,"Mabel",NULL,"Quiller-Couch",NULL,1866,1924,"F"
2712,"Lilian","M.","Quiller-Couch",NULL,1867,1941,"F"
2713,"Marshall","G.","Wood",NULL,NULL,NULL,"U"
2714,"E.","Phillips","Oppenheim",NULL,1866,1946,"M"
2715,"E.","V.","Lucas","Edward Verrall Lucas (legal name)",1868,1938,"M"
2716,"Bernard",NULL,"Capes","Bevis Cane (pseudonym)",1854,1918,"M"
2717,"Rosalie",NULL,"Neish","Galsworthy (maiden name)",1867,1942,"F"
2718,"Fox",NULL,"Russell","(pseudonym?)",NULL,NULL,"M"
2719,"Maurice","H.","Hervey",NULL,NULL,NULL,"M"
2720,"Allen",NULL,"Upward",NULL,1863,1926,"M"
2721,"Jerome","K.","Jerome","K. Mack (pseudonym)",1859,1927,"M"
2722,"Agnes",NULL,"Dawson",NULL,NULL,NULL,"F"
2723,"Silas","Kitto","Hocking",NULL,1850,1935,"M"
2724,"Joseph",NULL,"Hocking",NULL,1860,1937,"M"
2725,"Salome",NULL,"Hocking","Fifield (married name); S. Moore Carew (pseudonym)",1858,1927,"F"
2726,"Emily",NULL,"Faithfull",NULL,1835,1895,"F"
2727,"John","Meade","Falkner",NULL,1858,1932,"M"
2728,"Nicholas","Patrick Stephen","Wiseman","Cardinal Wiseman (title)",1802,1865,"M"
2729,"John","Henry","Newman","Cardinal Newman (title)",1801,1890,"M"
2730,"Henry","David","Inglis",NULL,1795,1835,"M"
2731,"William","Gifford","Palgrave",NULL,1826,1888,"M"
2732,"Louis",NULL,"Tracy",NULL,1863,1928,"M"
2734,"William","Gordon","Stables",NULL,1840,1910,"M"
2735,"Richard",NULL,"Walker","R.P. (pseudonym); Ricardus Peripateticus (pseudonym)",1791,1870,"M"
2736,"James","Anthony","Froude","Zeta (pseudonym)",1818,1894,"M"
2737,"Frank",NULL,"Smedley","Francis Edward Smedley (legal name)",1818,1864,"M"
2738,"Edward",NULL,"Bradley","Cuthbert Bede, M.A. (pseudonym)",1827,1889,"M"
2739,"George",NULL,"Griffith",NULL,1811,1883,"M"
2740,NULL,NULL,"A Member of the Middle Temple","(pseudonym)",NULL,NULL,"U"
2741,"Thomas","Love","Peacock",NULL,1785,1866,"M"
2742,"Vaughan",NULL,"Morgan","Herbert Vaughan (pseudonym)",NULL,NULL,"M"
2743,"William","Frederic","Traill",NULL,1838,1905,"M"
2744,"John",NULL,"Bickerdyke","(pseudonym); Charles Henry Cook (legal name)",1858,1933,"M"
2745,"Alfred","John","Church",NULL,1829,1912,"M"
2746,"Logan","Pearsall","Smith",NULL,1865,1946,"M"
2747,"Frederic","Edward","Weatherly",NULL,1848,1929,"M"
2748,"Inglis",NULL,"Allen","Henry Inglis Allen (legal name)",1879,1943,"M"
2749,"William","Edmund Wood","Collins",NULL,1848,1932,"M"
2750,"Horace","William","Bleackley","Tivoli (pseudonym)",1868,1931,"M"
2751,"Beatrice",NULL,"Batty","Stebbing (maiden name); Bee Bee (pseudonym)",1833,1933,"F"
2752,"Grace",NULL,"Stebbing",NULL,1840,1936,"F"
2753,"Elizabeth","Furlong Shipton","Harris",NULL,1822,1852,"F"
2754,"Cyril","Ranger","Gull","Guy Thorne (pseudonym)",1875,1923,"M"
2755,"Arthur","Hammond","Marshall","Archibald Marshall (pseudonym)",1866,1934,"M"
2756,"William","Edward","Heygate",NULL,1816,1902,"M"
2757,NULL,NULL,"A Country Rector","(pseudonym)",NULL,NULL,"U"
2758,"Henry","John Wilmot","Buxton",NULL,1843,1911,"M"
2759,"Richard","St. John","Tyrwhitt",NULL,1827,1895,"M"
2760,"Frederick",NULL,"Arnold",NULL,1832,1891,"M"
2761,"William","Delisle","Hay",NULL,1853,NULL,"M"
2762,"Mayne",NULL,"Lindsay","(pseudonym); Rosina Margaret Hopkins (maiden name); Clarke (married name)",1873,1955,"F"
2763,"Orme",NULL,"Agnus","(pseudonym); John C. Higginbotham (legal name)",NULL,1919,"M"
2764,"George",NULL,"Griffith","George Chetwynd Griffith-Jones (legal name); Lara (pseudonym); Levin Carnac (pseudonym)",1857,1906,"M"
2765,"Henry",NULL,"Herman","Henry Heydrac D'Arco (legal name)",1832,1894,"M"
2766,"Joan",NULL,"Barrett","(pseudonym); Rose Aburrow (maiden name); Davis (married name)",1868,NULL,"F"
2767,"Headon",NULL,"Hill","(pseudonym); Francis Edward Grainger (legal name)",1857,1927,"M"
2768,"Austin",NULL,"Fryers","(pseudonym); William Edward Clery (legal name)",1861,1931,"M"
2769,"Matthias","MacDonnell","Bodkin",NULL,1850,1933,"M"
2770,"Ernest",NULL,"Glanville",NULL,1856,1925,"M"
2771,"Margaret","Alice","Moule",NULL,1861,1939,"F"
2772,"Jane","Hume","Clapperton",NULL,1832,1914,"F"
2773,"Emma",NULL,"Van Deventer","Murdock (maiden name); Lawrence L. Lynch (pseudonym)",1853,1914,"F"
2774,"Henry","Brooks","Adams","Frances Snow Compton (pseudonym)",1838,1918,"M"
2775,"Frank","R.","Stockton",NULL,1834,1902,"M"
2776,"William",NULL,"Le Queux",NULL,1864,1927,"M"
2777,"Geraldine","May","Butt","Robertson Glasgow (married name)",1854,1920,"F"
2778,"Lt.",NULL,"Hatchway, R.N.","(pseudonym)",NULL,NULL,"M"
2779,"Edmund",NULL,"Lawrence",NULL,NULL,NULL,"M"
2780,"Julia",NULL,"Chandler",NULL,NULL,NULL,"F"
2781,"Katherine","Sherwood Bonner","MacDowell","Bonner (maiden name); Sherwood Bonner (pseudonym)",1849,1883,"F"
2782,"Mary","Catherine","Lee",NULL,1855,1920,"F"
2783,"May",NULL,"Kendall","Emma Goldworth Kendall (legal name)",1861,1943,"F"
2784,"Violet",NULL,"Hunt","Isabel Violet Hunt (legal name)",1862,1942,"F"
2785,"Jane",NULL,"Barlow",NULL,1857,1917,"F"
2786,"Ethel","Sybil","Turner","Ethel Mary Turner (maiden name); Curlewis (married name)",1870,1958,"F"
2787,"Helen","Rose Anne","Milman","Crofton (married name); Mrs. Caldwell Crofton (familiar name)",1857,1937,"F"
2788,"Caroline","C.","Holroyd",NULL,1838,1930,"F"
2789,"Robert",NULL,"Hichens",NULL,1864,1950,"M"
2790,"Winifred",NULL,"Graham","Matilda Winifred Muriel Graham (maiden name); Cory (married name)",1874,1950,"F"
2791,"Halliwell",NULL,"Sutcliffe","Henry James Halliwell Sutcliffe (legal name); Jocelyn Quilp (pseudonym)",1870,1932,"M"
2792,"George","Robert","Sims",NULL,1847,1922,"M"
2793,"Maggie",NULL,"Swan","Margaret Swan (legal name); Campbell (married name)",1867,1935,"F"
2794,"John","Edward Bloundelle","Burton",NULL,1850,1917,"M"
2795,"F.","A.","Scudamore","Fortunatus Augustine Davis Scudamore",1846,1904,"M"
2796,"James",NULL,"Murphy",NULL,1839,1921,"M"
2797,"William","Stephens","Hayward",NULL,1835,1870,"M"
2798,"Jules",NULL,"Verne",NULL,1828,1905,"M"
2799,"Rayne",NULL,"Butler","Renee Butler Wilkins (legal name)",NULL,NULL,"F"
2800,"Walter",NULL,"Wood",NULL,NULL,NULL,"M"
2801,"Alfred","H.","Fletcher",NULL,1859,1902,"M"
2802,"Herbert",NULL,"Russell",NULL,1869,1944,"M"
2803,"Margaret",NULL,"Harkness","John Law (pseudonym)",1854,1923,"F"
2804,"Hester",NULL,"Day",NULL,NULL,NULL,"F"
2805,"L.",NULL,"Gladstone","(pseudonym?)",NULL,NULL,"U"
2806,"Thomas","Banks","Maclachlan",NULL,1865,1952,"M"
2807,"Leonard",NULL,"Graham","(pseudonym?)",NULL,NULL,"U"
2808,"Edward",NULL,"Berdoe","Aesculapius Scalpel (pseudonym)",1836,1916,"M"
2809,"Stanley",NULL,"Stewart","(pseudonym?)",NULL,NULL,"U"
2810,"Charles","Silvester","Horne",NULL,1865,1914,"M"
2811,"Kenneth",NULL,"Mackay",NULL,1859,1935,"M"
2812,"Violet",NULL,"Magee","(pseudonym?)",NULL,NULL,"U"
2813,"Sydney","Sybella","Lever","Crafton Smith (married name)",1849,1887,"F"
2814,"Andrew",NULL,"Stewart",NULL,1842,1900,"M"
2815,"Mary","Martha","Sherwood","Butt (maiden name); Mrs. Sherwood (familiar name)",1775,1851,"F"
2816,"Cecil","Marryat","Norris","Caroline Cecilia Marryat (maiden name)",1836,1932,"F"
2817,"Max",NULL,"Adeler","(pseudonym); Charles Heber Clarke (legal name)",1841,1915,"M"
2818,"Archibald","Clavering","Gunter",NULL,1847,1907,"M"
2819,"H.","F.","Wood","Harry Freeman Wood (legal name?)",NULL,NULL,"M"
2820,"Charlotte","M.","Brame",NULL,1836,1884,"F"
2821,"Amelia","E.","Barr","Amelia Edith Huddleston (maiden name)",1831,1919,"F"
2822,"Justin","Huntly","McCarthy",NULL,1860,1936,"M"
2823,"Edward","Harold","Spender",NULL,1864,1926,"M"
2824,"Katharine",NULL,"Tynan","Hinkson (married name)",1859,1931,"F"
2825,"Henry","Albert","Hinkson",NULL,1865,1919,"M"
2826,"Hester",NULL,"Sigerson","Varian (maiden name)",1828,1898,"F"
2827,"Dora","Sigerson","Shorter","Sigerson (maiden name)",1866,1918,"F"
2828,"Robert","Cunninghame","Graham",NULL,1852,1936,"M"
2829,"Laurentia",NULL,"Drewry","Laurie Lansfeldt (pseudonym)",1847,1924,"F"
2830,"Thomas","Gordon","Hake",NULL,1809,1895,"M"
2831,"John","St. Loe","Strachey",NULL,1860,1927,"M"
2832,"Beatrice",NULL,"Kipling","Alice Beatrice Macdonald Kipling (maiden name); Fleming (married name)",1868,1948,"F"
2833,"Anna","Mary","Sparrow","T. Sparrow (pseudonym)",1858,1944,"F"
2834,"Lady Amabel",NULL,"Kerr","Cowper (maiden name)",1846,1906,"F"
2835,"Frances",NULL,"Maitland",NULL,NULL,NULL,"F"
2836,"Aaron",NULL,"Watson",NULL,1850,1926,"M"
2837,"Thomas","Bailey","Aldrich",NULL,1836,1907,"M"
2838,"Margaret",NULL,"Deland","Campbell (maiden name)",1857,1945,"F"
2839,"Lilian","Rowland","Brown","Rowland Grey (pseudonym)",1863,1959,"F"
2840,"William","Edward","Tirebuck",NULL,1854,1900,"M"
2841,"Blanche","Eaton","Back","Duncan (maiden name); Derek Vane (pseudonym)",1857,1939,"F"
2842,"William","Henry","Short",NULL,1828,1883,"M"
2843,"Wilfrid",NULL,"Wingate",NULL,NULL,NULL,"U"
2844,"A.","F.","Slade","Atheline Frances Peck (maiden name)",1858,1921,"F"
2845,"Fred","J.","Proctor",NULL,NULL,NULL,"U"
2846,"Charles","Butler","Greatrex","F. Abell (pseudonym); Abel Log (pseudonym); Lindon Meadows (pseudonym)",1832,1898,"M"
2847,NULL,NULL,"BTAO Behind the Scenes in Paris",NULL,NULL,NULL,"U"
2848,"John",NULL,"Ackworth","(pseudonym); Frederick R. Smith (legal name)",1845,1919,"M"
2849,"Graeme","Mercer","Adam",NULL,1839,1912,"M"
2850,"James","Granville","Adderley",NULL,1861,1942,"M"
2851,"Grace",NULL,"Aguilar",NULL,1816,1847,"F"
2852,"Deborah",NULL,"Alcock",NULL,1835,1935,"F"
2853,"William",NULL,"Alexander",NULL,1826,1894,"M"
2854,"Lewis",NULL,"Carroll","(pseudonym); Charles Lutwidge Dodgson (legal name)",1832,1898,"M"
2855,"Laurence","Alma","Tadema",NULL,1865,1940,"F"
2856,NULL,NULL,"BTAO Anonyma",NULL,NULL,NULL,"U"
2857,"Annie",NULL,"Bradshaw","Cropper (maiden name); Mrs. Albert Septimus Bradshaw (familiar name)",1863,1938,"F"
2858,"Matthew",NULL,"Archdeacon",NULL,1798,1853,"M"
2859,"Joseph",NULL,"Ashby-Sterry",NULL,1838,1917,"M"
2860,NULL,NULL,"BTAO Blanche and her Betrothed",NULL,NULL,NULL,"U"
2861,"Charles","Harold","Avery",NULL,1867,1943,"M"
2862,"Theodore",NULL,"Watts-Dunton",NULL,1832,1914,"M"
2863,"Richard",NULL,"Bagot",NULL,1860,1921,"M"
2864,"Louisa","Alice","Baker","Alien (pseudonym); Alice (pseudonym); Dawson (maiden name)",1856,1926,"F"
2865,"Sir Andrew",NULL,"Balfour",NULL,1873,1931,"M"
2866,"Clara","Lucas","Balfour","Liddell (maiden name)",1808,1878,"F"
2867,"James",NULL,"Ballantine",NULL,1808,1877,"M"
2868,"R.","M.","Ballantyne","Robert Michael Ballantyne (legal name)",1825,1894,"M"
2869,"Margaret","Fairless","Barber","Michael Fairless (pseudonym)",1869,1901,"F"
2870,"Alfred","Walter","Barrett","R. Andom (pseudonym)",1869,NULL,"M"
2871,"Wilson",NULL,"Barrett","William Henry Barrett (legal name)",1846,1904,"M"
2872,"John","Arthur","Barry",NULL,1850,1911,"M"
2873,"M.","M.","Bell","(pseudonym?)",NULL,NULL,"U"
2874,"Robert","Stanly Warren","Bell",NULL,1871,1921,"M"
2875,"Maria","Theresa","Longworth","Hon. Mrs. Yelverton (familiar name)",1833,1881,"F"
2876,"May",NULL,"Sinclair","Mary Amelia St Clair (legal name)",1863,1946,"F"
2877,"Mabel","C.","Birchenough","Bradley (maiden name)",1860,1936,"F"
2878,"Anna",NULL,"Sewell",NULL,1820,1878,"F"
2879,"Mary",NULL,"Sewell","Wright (maiden name)",1797,1884,"F"
2881,"Robert",NULL,"Blatchford","Numquam (pseudonym); P. McGinnis (pseudonym)",1851,1943,"M"
2882,"Francis","Frederick","Brandt",NULL,1819,1874,"M"
2883,"Caroline",NULL,"Bray","Hennell (maiden name)",1814,1905,"F"
2884,"Edward","Frederick","Knight",NULL,1852,1925,"M"
2885,"Jules",NULL,"Claretie",NULL,1840,1913,"M"
2886,"Alexandrine",NULL,"Kolemine","Hutten-Czapska (maiden name); Countess Romrod (title); A. E. (pseudonym); Ary Ecilaw (pseudonym)",1854,1941,"F"
2887,"Ian","Standish Monteith","Hamilton",NULL,1853,1947,"M"
2888,"Fèlise",NULL,"Lovelace",NULL,NULL,NULL,"U"
2889,"Mikhail",NULL,"Lermontov",NULL,1814,1841,"M"
2890,"Pierre",NULL,"Loti",NULL,1850,1923,"M"
2891,"T.","H.","Perelaer","Michael Theophile Hubert Perelaer (legal name)",1831,1901,"M"
2892,"George","Douglas","Brown","George Douglas (familiar name); Kennedy King (pseudonym)",1869,1902,"M"
2893,"Oliver","Madox","Brown",NULL,1855,1874,"M"
2894,"Henry","Anderson","Bryden",NULL,1854,1937,"M"
2895,"John",NULL,"Buchan","First Baron Tweedsmuir (title)",1875,1940,"M"
2896,"Frank","Thomas","Bullen",NULL,1857,1915,"M"
2897,"Shan",NULL,"Bullock","John William Bullock (legal name)",1865,1935,"M"
2898,"George","Brown","Burgin",NULL,1856,1944,"M"
2899,"Major",NULL,"Michel",NULL,NULL,NULL,"M"
2900,"John",NULL,"Bennett",NULL,1815,1894,"M"
2901,"Emily",NULL,"Bickersteth","Durrant (alternate name)",NULL,NULL,"F"
2902,"A.","W.","Clarke","Edward Ashley Walrond Clarke (legal name)",1860,1913,"M"
2903,"Clemence",NULL,"Housman",NULL,1861,1955,"F"
2904,"Laurence",NULL,"Housman",NULL,1865,1959,"M"
2905,"Gertrude","Elizabeth","Campbell","Blood (maiden name); Lady Colin Campbell (title); G. E. Brunefille (pseudonym)",1857,1911,"F"
2906,"George","Bernard","Shaw",NULL,1856,1950,"M"
2907,"Agnes",NULL,"Castle","Sweetman (maiden name)",1860,1922,"F"
2908,"Maria","Louisa","Charlesworth",NULL,1819,1880,"F"
2909,"Alexander",NULL,"Christie","Captain Lindsay Anderson (pseudonym)",1841,1895,"M"
2910,"Charles","Allen","Clarke","Teddy Ashton (pseudonym)",1863,1935,"M"
2911,"Lucas",NULL,"Cleeve","(pseudonym); Adelina Georgina Isabella Kingscote (legal name); Wolff (maiden name); Mary Walpole (pseudonym)",1860,1908,"F"
2912,"Edward","Douglas","Fawcett",NULL,1866,1960,"M"
2913,"Hugh","Charles","Clifford",NULL,1866,1941,"M"
2914,"Joseph","Storer","Clouston",NULL,1870,1944,"M"
2915,"William","Laird","Clowes","Nauticus (pseudonym)",1856,1905,"M"
2916,"Mary","Elizabeth","Coleridge","Anodos (pseudonym)",1861,1907,"F"
2917,"Sara",NULL,"Coleridge",NULL,1802,1852,"F"
2918,"William","Gershom","Collingwood",NULL,1854,1932,"M"
2919,"Thomas",NULL,"Doubleday",NULL,1790,1870,"M"
